Cell ID,Spot ID,80K Spots Position X,80K Spots Position Y,80K Spots Position Z
106,600035839,332.439,170.664,3.06867
103,600035840,303.63,171.009,3.0885
104,600035841,327.162,171.356,3.09599
106,600035842,333.181,171.773,3.11243
107,600035843,297.873,172.022,3.04344
103,600035844,304.096,172.069,3.02784
108,600035845,307.265,173.269,3.11566
105,600035846,312.581,174.154,3.17866
115,600035847,324.341,175.195,3.12463
119,600035848,343.78,175.821,3.16271
112,600035849,346.274,176.869,3.19237
117,600035850,319.058,177.126,3.02861
112,600035851,351.396,177.385,3.17707
19,600035852,293.855,177.831,3.03139
112,600035853,347.008,177.965,2.99871
119,600035854,341.001,178.255,3.09044
116,600035855,363.714,178.665,3.00994
122,600035856,370.597,179.475,3.10625
123,600035857,352.097,179.748,3.07413
121,600035858,335.115,180.093,3.14862
125,600035859,314.793,180.397,3.0948
115,600035860,326.116,180.817,3.05764
129,600035861,327.301,180.826,3.17813
114,600035862,301.768,181.421,3.0283
122,600035863,370.152,181.669,3.0693
117,600035864,321.133,182.389,3.10446
126,600035865,351.427,182.219,3.02048
125,600035866,313.015,183.148,3.19274
20,600035867,292.286,183.915,3.07526
126,600035868,345.153,184.243,3.02886
135,600035869,331.56,185.032,3.12427
20,600035870,296.394,185.513,3.02271
133,600035871,302.526,185.728,3.10989
131,600035872,366.303,187.037,3.03926
133,600035873,298.538,187.338,3.01043
129,600035874,328.295,188.204,3.04823
145,600035875,322.746,188.412,3.02065
145,600035876,322.171,188.845,3.08788
140,600035877,361.982,188.843,3.13133
136,600035878,307.983,189.773,3.19396
146,600035879,333.07,190.314,3.08411
93,600035880,350.123,190.336,3.03696
139,600035881,375.784,190.446,3.1589
88,600035882,301.732,190.686,3.08254
136,600035883,308.623,191.865,3.04081
140,600035884,357.272,191.9,3.07879
95,600035885,359.404,192.664,3.11698
95,600035886,362.982,192.643,3.07478
21,600035887,291.843,193.088,3.17352
143,600035888,373.597,193.63,3.14075
153,600035889,389.169,187.585,2.47411
152,600035890,402.139,187.818,2.48601
153,600035891,394.154,190.316,2.40188
155,600035892,413.18,190.691,2.48273
154,600035893,399.635,191.432,2.45691
153,600035894,388.851,192.37,2.43755
155,600035895,415.031,191.44,2.62
150,600035896,396.428,191.787,2.69917
153,600035897,393.016,192.373,2.63197
150,600035898,399.229,192.981,2.6872
155,600035899,414.26,193.371,2.67839
152,600035900,398.32,185.435,2.93106
153,600035901,392.966,186.108,2.86539
153,600035902,388.286,189.15,2.92071
153,600035903,391.099,189.549,2.90225
154,600035904,404.711,191.083,2.89739
155,600035905,411.927,192.214,2.90694
150,600035906,397.153,192.638,2.85684
151,600035907,405.483,192.607,2.86422
155,600035908,415.035,192.91,2.84504
153,600035909,393.591,188.023,3.04612
150,600035910,397.2,189.65,3.18046
151,600035911,408.33,193.259,3.01852
168,600035912,88.8403,234.73,2.49005
171,600035913,92.2778,235.642,2.47173
170,600035914,87.0655,236.598,2.42286
173,600035915,76.7191,237.468,2.52272
169,600035916,96.3879,237.342,2.53125
170,600035917,87.0225,237.922,2.45966
157,600035918,93.3275,238.807,2.53642
157,600035919,96.5427,239.151,2.53287
172,600035920,89.2226,239.885,2.56927
175,600035921,82.9409,241.364,2.57673
177,600035922,86.8381,245.957,2.48928
177,600035923,87.6528,245.932,2.53999
179,600035924,95.6601,247.451,2.50083
178,600035925,76.5882,248.583,2.49023
180,600035926,73.6715,249.024,2.4624
179,600035927,94.8355,249.168,2.41725
181,600035928,83.8675,250.894,2.51441
179,600035929,96.8354,251.377,2.44492
180,600035930,76.364,252.002,2.55396
184,600035931,80.9566,256.971,2.47509
182,600035932,89.4554,257.186,2.57016
186,600035933,71.7422,257.344,2.478
160,600035934,96.6204,257.74,2.52106
160,600035935,95.2045,259.171,2.5374
189,600035936,75.3961,260.106,2.43927
187,600035937,83.1774,259.995,2.54801
186,600035938,72.6091,261.471,2.44036
189,600035939,77.9608,261.68,2.5316
190,600035940,85.8072,263.432,2.45601
188,600035941,66.1748,264.282,2.45152
196,600035942,90.4764,266.871,2.54827
191,600035943,66.3703,268.126,2.4726
196,600035944,88.7112,268.068,2.56924
195,600035945,65.3205,270.755,2.47231
192,600035946,86.5007,270.625,2.55319
197,600035947,69.8597,271.436,2.57322
201,600035948,60.4372,271.916,2.50379
200,600035949,88.1536,271.633,2.4484
196,600035950,89.1919,272.157,2.45319
197,600035951,74.4618,273.39,2.46388
200,600035952,88.7921,273.429,2.45929
199,600035953,74.2923,274.662,2.45116
199,600035954,80.9739,275.778,2.50276
202,600035955,90.3265,276.326,2.50618
203,600035956,69.1978,276.604,2.4514
201,600035957,61.6063,277.083,2.49275
199,600035958,76.2371,277.161,2.41107
207,600035959,91.7442,282.118,2.4438
209,600035960,59.5975,282.503,2.52378
208,600035961,69.7478,283.269,2.54347
207,600035962,91.5588,284.301,2.42215
207,600035963,92.318,284.52,2.44297
163,600035964,95.1124,284.847,2.5436
208,600035965,68.0172,285.932,2.44955
209,600035966,63.631,286.69,2.5607
212,600035967,95.2652,286.496,2.54591
209,600035968,65.4675,286.979,2.39996
210,600035969,73.2488,287.291,2.52461
164,600035970,78.8938,287.188,2.45131
213,600035971,85.0823,287.938,2.45918
212,600035972,95.8155,288.041,2.44034
214,600035973,69.8573,288.348,2.45425
213,600035974,90.4185,289.499,2.53195
167,600035975,94.1195,222.786,2.73559
167,600035976,92.4301,229.134,2.74835
168,600035977,87.9293,232.055,2.69983
168,600035978,90.2233,234.418,2.73472
173,600035979,80.7881,238.024,2.67833
172,600035980,91.073,241.98,2.60484
175,600035981,80.0779,242.226,2.62954
157,600035982,96.9024,242.338,2.71459
177,600035983,89.2543,246.904,2.68125
176,600035984,73.0626,247.289,2.6469
178,600035985,79.8767,247.155,2.60779
174,600035986,92.9753,247.417,2.65758
178,600035987,82.0422,247.898,2.7038
178,600035988,82.0893,248.672,2.71302
179,600035989,94.4013,249.726,2.62675
177,600035990,90.0475,250.262,2.72839
181,600035991,81.6052,250.928,2.79655
181,600035992,80.4389,252.115,2.62879
182,600035993,92.6367,252.104,2.77528
183,600035994,70.3632,253.558,2.64202
184,600035995,75.9663,254.558,2.64858
180,600035996,71.007,255.015,2.70502
183,600035997,68.0687,256.557,2.71874
185,600035998,88.4189,256.594,2.67343
186,600035999,73.6207,257.021,2.62427
186,600036000,74.0855,258.58,2.60321
187,600036001,82.7482,259.195,2.62604
187,600036002,80.0841,261.924,2.6399
190,600036003,93.4547,262.694,2.64976
187,600036004,84.5921,263.581,2.71425
188,600036005,63.9566,265.437,2.79528
195,600036006,60.755,265.783,2.67451
191,600036007,71.0227,266.856,2.6644
196,600036008,93.1103,266.832,2.62106
191,600036009,67.5975,268.571,2.73789
161,600036010,96.1789,269.259,2.76312
196,600036011,93.3712,269.809,2.69262
161,600036012,95.3639,269.885,2.69603
192,600036013,84.0496,270.727,2.79239
195,600036014,63.5512,271.836,2.7308
197,600036015,70.1654,272.296,2.70709
199,600036016,77.8203,272.929,2.771
199,600036017,77.8376,274.384,2.64707
162,600036018,95.3361,274.844,2.74859
199,600036019,81.6004,275.564,2.69546
199,600036020,79.3542,276.77,2.63804
204,600036021,67.9514,277.368,2.70769
205,600036022,74.6939,278.552,2.70341
205,600036023,74.4498,280.048,2.66323
208,600036024,72.1645,280.419,2.74093
205,600036025,74.6033,281.168,2.74064
208,600036026,66.4318,283.055,2.61089
206,600036027,84.5568,283.182,2.64443
207,600036028,88.0995,284.699,2.63293
210,600036029,78.2589,284.93,2.71021
209,600036030,66.8899,285.265,2.71526
213,600036031,91.5272,285.937,2.66571
211,600036032,82.0363,286.525,2.75429
214,600036033,68.1091,290.081,2.7862
167,600036034,95.6078,229.906,2.84096
168,600036035,88.7783,231.166,2.90579
170,600036036,82.1298,235.091,2.84106
172,600036037,87.5305,239.842,2.92425
157,600036038,95.4491,240.304,2.95344
172,600036039,85.2996,240.663,2.8009
158,600036040,96.0152,242.659,2.93546
175,600036041,84.046,242.949,2.89649
176,600036042,73.7753,244.206,2.94356
174,600036043,89.4429,244.434,2.96722
158,600036044,95.1569,245.311,2.85753
177,600036045,86.2341,245.943,2.80397
174,600036046,94.2352,247.161,2.99071
177,600036047,88.0682,247.966,2.82387
176,600036048,71.6699,248.299,2.86551
179,600036049,94.1288,248.31,2.9739
177,600036050,84.2314,249.416,2.85883
179,600036051,90.5869,249.78,2.99338
177,600036052,85.9417,251.252,2.87819
182,600036053,88.3876,251.406,2.88975
184,600036054,77.9547,253.538,2.93662
183,600036055,63.9099,255.653,2.8621
181,600036056,85.8774,255.44,2.85231
186,600036057,70.1007,257.283,2.94335
183,600036058,66.8106,259.06,2.92516
187,600036059,80.2246,258.944,2.88722
186,600036060,73.5963,260.515,2.85535
186,600036061,68.3571,261.097,2.88768
188,600036062,60.8648,261.705,2.86177
187,600036063,81.8937,261.903,2.87811
160,600036064,95.0402,262.681,2.82071
193,600036065,96.5047,262.667,2.90733
194,600036066,76.7311,266.408,2.86574
192,600036067,87.491,269.517,2.82887
194,600036068,77.9227,271.149,2.85713
197,600036069,72.997,271.364,2.86693
194,600036070,81.8613,271.366,2.83016
194,600036071,80.1226,271.843,2.9349
200,600036072,82.5239,272.009,2.83878
201,600036073,58.5145,273.448,2.87295
202,600036074,92.3358,273.276,2.80879
201,600036075,63.6022,274.435,2.93066
204,600036076,67.4263,276.232,2.94582
203,600036077,72.5751,276.971,2.97324
203,600036078,69.0723,278.131,2.91604
205,600036079,79.345,279.625,2.83765
208,600036080,69.5529,280.004,2.88497
204,600036081,63.0634,280.642,2.88169
209,600036082,60.3243,283.232,2.85354
208,600036083,72.9596,283.638,2.79875
209,600036084,61.0091,284.989,2.97712
213,600036085,86.0991,290.781,2.93114
170,600036086,81.5516,240.711,3.16738
171,600036087,92.6562,241.606,3.04695
174,600036088,89.9402,243.726,3.18397
176,600036089,78.2296,247.237,3.11735
179,600036090,96.3879,247.94,3.04028
177,600036091,82.4007,249.891,3.09059
177,600036092,87.0239,251.722,3.05275
180,600036093,71.4085,252.806,3.14509
182,600036094,93.5838,254.294,3.09299
180,600036095,75.2102,255.186,3.09333
184,600036096,80.1283,255.105,3.04788
181,600036097,83.9566,256.75,3.03037
183,600036098,62.9729,256.944,3.14213
187,600036099,82.0803,258.082,3.12155
186,600036100,68.343,258.776,3.08693
185,600036101,89.7009,260.176,3.12166
188,600036102,62.7091,260.277,3.06645
188,600036103,66.4982,264.246,3.10611
189,600036104,77.5235,265.289,3.18677
187,600036105,82.0735,265.452,3.00398
190,600036106,88.4178,265.456,3.0752
194,600036107,78.4375,265.724,3.19545
191,600036108,66.0736,267.303,2.99753
195,600036109,66.4631,268.071,3.09897
197,600036110,74.1112,267.942,3.06351
192,600036111,82.3324,269.284,3.04456
198,600036112,66.9025,270.02,3.14177
198,600036113,69.563,270.616,3.11029
200,600036114,86.1394,272.533,3.01059
202,600036115,90.3221,273.707,3.18136
201,600036116,57.3764,274.499,3.09872
203,600036117,73.4032,274.245,3.05795
200,600036118,82.3066,275.653,3.00734
201,600036119,62.8323,276.126,3.01928
201,600036120,58.1312,276.359,3.03639
201,600036121,60.4577,277.133,3.12117
162,600036122,95.9224,277.196,3.07116
206,600036123,81.1485,278.539,3.15482
204,600036124,65.319,281.207,3.04798
207,600036125,91.1048,281.278,3.12867
211,600036126,82.169,282.704,3.1331
206,600036127,86.5054,283.994,3.07152
207,600036128,93.3158,283.955,3.1425
213,600036129,87.3707,284.907,3.15632
163,600036130,95.6992,285.123,3.15382
211,600036131,79.0414,285.242,3.06969
214,600036132,69.287,286.497,3.17256
212,600036133,91.8515,288.74,3.03911
164,600036134,79.4013,289.91,3.13701
17,600036135,153.381,194.045,2.51738
242,600036136,146.123,194.528,2.41127
15,600036137,182.326,194.529,2.59562
242,600036138,140.816,195.697,2.48795
17,600036139,146.726,196.119,2.53815
16,600036140,166.224,195.917,2.49887
2,600036141,157.798,196.853,2.46982
247,600036142,177.147,198.332,2.53953
250,600036143,133.11,198.631,2.42924
242,600036144,141.77,198.825,2.58184
245,600036145,158.864,198.669,2.55398
251,600036146,168.496,199.013,2.56906
243,600036147,149.672,199.562,2.53381
249,600036148,137.782,199.964,2.42594
245,600036149,165.366,199.71,2.44043
251,600036150,170.194,200.174,2.42656
247,600036151,178.122,200.142,2.41493
248,600036152,144.946,200.581,2.4074
247,600036153,177.415,201.294,2.56516
243,600036154,152.539,202.154,2.42998
248,600036155,150.282,203.01,2.46984
251,600036156,164.863,203.263,2.51483
248,600036157,149.841,203.73,2.48257
252,600036158,160.529,203.632,2.41731
258,600036159,193.129,203.709,2.45906
250,600036160,133.843,204.844,2.57385
249,600036161,142.112,204.759,2.41087
263,600036162,124.681,205.82,2.46839
258,600036163,187.233,206.391,2.4995
269,600036164,116.001,206.546,2.55065
263,600036165,122.539,207.47,2.54213
263,600036166,127.075,207.417,2.44949
258,600036167,193.369,207.468,2.44418
263,600036168,121.698,208.189,2.46411
265,600036169,160.768,208.612,2.49293
269,600036170,114.168,208.903,2.48612
263,600036171,127.878,208.97,2.56821
260,600036172,174.047,208.889,2.51014
256,600036173,152.827,209.362,2.49008
268,600036174,189.308,210.132,2.53739
260,600036175,174.304,210.37,2.5309
265,600036176,154.345,210.842,2.51883
272,600036177,172.613,210.852,2.40136
281,600036178,109.423,211.074,2.40183
264,600036179,164.56,211.174,2.5639
278,600036180,153.494,211.543,2.59598
271,600036181,146.33,211.9,2.58312
278,600036182,152.081,211.98,2.39942
281,600036183,106.598,212.776,2.42757
279,600036184,167.15,212.607,2.51545
266,600036185,182.843,212.638,2.51623
274,600036186,115.999,213.8,2.48342
270,600036187,136.574,213.647,2.43233
278,600036188,151.729,215.316,2.5929
267,600036189,132.363,215.859,2.43649
276,600036190,161.482,215.894,2.50427
285,600036191,116.986,216.483,2.52495
287,600036192,140.082,216.469,2.44074
282,600036193,176.255,216.587,2.46643
282,600036194,182.85,216.539,2.56593
281,600036195,110.59,217.625,2.51563
281,600036196,108.904,218.051,2.41065
285,600036197,116.979,217.916,2.44404
287,600036198,139.276,217.992,2.55542
291,600036199,107.474,218.195,2.48552
279,600036200,168.379,218.477,2.42613
288,600036201,99.7294,218.985,2.59558
294,600036202,165.278,220.436,2.43234
291,600036203,112.589,220.526,2.47375
285,600036204,117.978,220.521,2.4796
287,600036205,135.343,220.937,2.58792
289,600036206,146.786,221.017,2.57505
293,600036207,155.845,221.359,2.46661
294,600036208,161.955,221.297,2.47777
284,600036209,183.511,221.462,2.43439
217,600036210,192.93,221.349,2.39761
283,600036211,128.852,221.676,2.43536
301,600036212,185.701,221.664,2.50221
300,600036213,177.023,222.127,2.41609
287,600036214,135.843,222.939,2.50048
295,600036215,170.818,222.863,2.49838
301,600036216,181.638,222.918,2.4141
217,600036217,192.478,222.871,2.48776
297,600036218,97.1597,223.401,2.44344
294,600036219,162.427,223.452,2.54619
291,600036220,107.007,224.042,2.45906
305,600036221,169.738,224.006,2.55853
300,600036222,181.669,224.107,2.41971
301,600036223,186.237,224.342,2.45115
297,600036224,102.512,224.927,2.40841
295,600036225,166.63,224.869,2.50084
294,600036226,164.32,225.32,2.41677
309,600036227,188.849,225.051,2.46662
304,600036228,130.176,225.56,2.4493
156,600036229,99.0586,225.955,2.51114
299,600036230,152.792,225.764,2.45974
311,600036231,163.051,226.144,2.51465
313,600036232,149.589,227.561,2.50157
315,600036233,111.222,227.779,2.53292
308,600036234,161.504,227.898,2.50749
314,600036235,180.044,227.741,2.53697
306,600036236,108.422,228.617,2.52788
313,600036237,155.247,228.536,2.45607
308,600036238,161.519,228.611,2.58482
311,600036239,167.215,228.622,2.44525
317,600036240,180.524,229.676,2.55831
320,600036241,157.151,230.443,2.49298
311,600036242,163.497,230.622,2.44182
312,600036243,147.57,230.715,2.43094
315,600036244,110.567,231.316,2.40357
156,600036245,97.3864,231.75,2.44416
314,600036246,181.735,232.381,2.46817
331,600036247,185.058,232.801,2.41417
156,600036248,100.3,233.509,2.49414
321,600036249,110.054,233.575,2.40938
318,600036250,191.072,233.548,2.50293
219,600036251,191.839,233.999,2.46135
322,600036252,172.922,234.282,2.4392
322,600036253,172.186,234.744,2.50273
321,600036254,108.255,235.078,2.53566
337,600036255,143.679,235.319,2.4318
324,600036256,116.474,235.709,2.41094
337,600036257,142.499,235.774,2.48127
326,600036258,168.929,235.894,2.47024
334,600036259,179.448,235.772,2.5165
324,600036260,120.368,236.476,2.42726
336,600036261,132.838,236.417,2.50399
338,600036262,109.737,236.766,2.51806
340,600036263,116.427,236.979,2.40338
341,600036264,166.456,236.77,2.49396
331,600036265,180.433,237.112,2.42076
329,600036266,98.486,238.168,2.52195
333,600036267,123.634,238.079,2.51762
330,600036268,111.229,238.404,2.45781
336,600036269,134.652,238.451,2.56683
338,600036270,103.506,238.851,2.50395
344,600036271,187.385,238.798,2.47257
337,600036272,145.369,239.139,2.52948
344,600036273,189.231,239.249,2.54338
221,600036274,190.346,239.053,2.50488
157,600036275,99.5231,239.445,2.45853
348,600036276,105.421,240.345,2.50457
335,600036277,158.574,240.337,2.52726
157,600036278,99.432,241.273,2.49089
342,600036279,148.323,241.232,2.42397
355,600036280,160.336,242.601,2.39943
350,600036281,138.831,243.031,2.49798
353,600036282,147.244,243.026,2.56798
350,600036283,140.329,243.96,2.39802
345,600036284,109.698,244.473,2.43412
352,600036285,124.174,244.412,2.4533
346,600036286,156.416,244.497,2.4863
347,600036287,182.096,244.651,2.5518
349,600036288,172.595,244.897,2.51651
359,600036289,109.28,246.034,2.52009
350,600036290,136.475,245.923,2.4325
360,600036291,181.952,245.932,2.52325
358,600036292,189.322,246.069,2.52126
362,600036293,159.368,246.406,2.57925
364,600036294,104.144,246.817,2.50293
365,600036295,171.927,246.914,2.43727
359,600036296,105.351,247.242,2.4221
359,600036297,109.243,247.315,2.52631
359,600036298,111.549,247.135,2.54074
366,600036299,162.263,246.981,2.45057
366,600036300,164.591,247.135,2.52314
365,600036301,176.863,247.779,2.55315
359,600036302,113.457,248.401,2.59096
356,600036303,117.245,249.423,2.52862
373,600036304,131.725,249.346,2.56072
365,600036305,174.112,249.414,2.42018
362,600036306,159.202,249.788,2.47351
368,600036307,148.932,251.023,2.46967
376,600036308,189.179,250.943,2.48505
369,600036309,122.951,251.458,2.58668
375,600036310,161.462,251.208,2.5519
366,600036311,163.068,251.32,2.55033
380,600036312,123.531,252.689,2.57384
380,600036313,127.241,252.79,2.49368
371,600036314,117.327,253.298,2.51114
371,600036315,111.198,253.879,2.42248
386,600036316,155.226,253.936,2.57007
373,600036317,129.05,254.433,2.53606
371,600036318,111.337,254.818,2.44455
373,600036319,129.952,254.885,2.58265
377,600036320,172.672,254.737,2.56025
388,600036321,131.29,255.122,2.47344
381,600036322,145.109,255.023,2.4373
375,600036323,156.83,255.617,2.45187
384,600036324,165.11,255.353,2.40809
393,600036325,160.651,255.777,2.44173
377,600036326,170.702,256.038,2.57115
377,600036327,171.76,256.023,2.59249
394,600036328,169.884,256.289,2.55588
389,600036329,181.944,256.152,2.46645
387,600036330,113.607,256.632,2.59092
380,600036331,127.414,256.646,2.43406
386,600036332,157.005,257.372,2.48715
391,600036333,138.601,257.576,2.52647
387,600036334,110.055,258.131,2.53632
385,600036335,114.968,258.115,2.43391
396,600036336,152.054,258.076,2.41434
392,600036337,181.752,258.47,2.48448
389,600036338,184.057,258.653,2.42184
393,600036339,162.837,260.037,2.41992
396,600036340,147.079,260.265,2.45162
393,600036341,157.269,260.484,2.53515
404,600036342,176.833,260.706,2.4288
407,600036343,106.963,261.008,2.40393
401,600036344,117.102,261.126,2.51853
409,600036345,169.833,261.02,2.42014
404,600036346,172.863,262.396,2.46106
407,600036347,111.181,262.798,2.41251
411,600036348,138.436,262.987,2.44137
403,600036349,156.395,263.068,2.50625
225,600036350,191.093,264.137,2.48197
408,600036351,166.218,264.764,2.41148
411,600036352,136.866,265.125,2.41906
402,600036353,142.828,264.942,2.46807
402,600036354,147.617,265.076,2.55731
405,600036355,186.213,264.814,2.56453
405,600036356,189.724,264.971,2.40689
416,600036357,117.611,265.716,2.54015
406,600036358,132.12,265.822,2.5126
402,600036359,147.303,265.828,2.45289
413,600036360,99.721,266.046,2.51121
406,600036361,127.956,266.864,2.50392
416,600036362,114.304,267.343,2.49742
422,600036363,157.316,267.562,2.44903
418,600036364,175.629,267.946,2.42352
421,600036365,152.46,268.423,2.50586
416,600036366,117.47,269.427,2.51577
415,600036367,169.593,269.863,2.45139
427,600036368,147.206,270.161,2.55449
414,600036369,135.137,270.705,2.58091
422,600036370,163.195,270.93,2.57636
420,600036371,142.442,271.289,2.58065
427,600036372,151.707,271.455,2.55345
421,600036373,156.387,271.431,2.51081
434,600036374,111.076,271.692,2.52771
432,600036375,129.596,272.072,2.40201
441,600036376,143.328,272.049,2.4905
438,600036377,153.115,271.998,2.56557
441,600036378,144.967,272.521,2.41557
431,600036379,124.16,272.89,2.55604
437,600036380,106.962,273.234,2.51227
162,600036381,97.6357,274.353,2.41391
437,600036382,104.913,274.773,2.42702
431,600036383,118.556,274.785,2.52173
443,600036384,139.182,274.65,2.53087
440,600036385,129.768,275.029,2.57372
435,600036386,161.223,275.586,2.45357
444,600036387,186.646,275.476,2.47718
441,600036388,142.927,277.139,2.4901
441,600036389,143.638,277.211,2.4572
447,600036390,152.351,276.912,2.57643
435,600036391,158.644,277.146,2.5133
162,600036392,98.4543,277.372,2.51964
437,600036393,107.289,277.581,2.48008
429,600036394,181.731,277.465,2.51031
448,600036395,113.602,277.814,2.45434
443,600036396,135.404,277.94,2.46074
455,600036397,145.622,277.799,2.48657
448,600036398,109.165,278.549,2.54051
444,600036399,184.922,278.582,2.44192
440,600036400,127.149,279.052,2.46448
445,600036401,176.125,278.978,2.52122
449,600036402,134.28,279.805,2.47876
227,600036403,193.109,279.753,2.46937
162,600036404,97.5483,280.268,2.49643
444,600036405,183.547,280.72,2.48076
459,600036406,128.486,281.663,2.53395
465,600036407,157.766,281.663,2.57888
449,600036408,135.518,282.159,2.47755
450,600036409,160.84,282.344,2.5555
468,600036410,167.606,282.389,2.54888
464,600036411,144.939,282.697,2.48371
456,600036412,169.804,283.187,2.4613
462,600036413,182.02,283.107,2.42326
463,600036414,165.486,283.504,2.59335
461,600036415,171.378,283.47,2.41677
464,600036416,141.858,284.187,2.49757
466,600036417,107.513,284.645,2.47868
469,600036418,130.418,284.503,2.53133
463,600036419,161.62,284.643,2.54863
474,600036420,105.897,285.144,2.50731
163,600036421,97.2319,285.393,2.42988
467,600036422,114.4,285.529,2.45519
462,600036423,187.349,285.412,2.59579
463,600036424,160.769,286.701,2.50656
469,600036425,129.6,287.005,2.51763
464,600036426,142.226,286.92,2.39827
468,600036427,170.723,287.428,2.59373
475,600036428,190.808,287.334,2.55755
232,600036429,122.992,287.831,2.42786
472,600036430,129.851,287.558,2.47524
469,600036431,136.7,288.125,2.49744
468,600036432,167.967,288.241,2.42004
478,600036433,143.431,288.872,2.54903
241,600036434,115.317,290.066,2.58277
229,600036435,193.628,289.813,2.40061
472,600036436,128.436,290.321,2.48869
235,600036437,152.894,290.212,2.56783
232,600036438,120.256,290.636,2.51354
2,600036439,158.548,194.311,2.66507
2,600036440,160.195,193.983,2.62729
4,600036441,185.765,194.224,2.66362
4,600036442,190.412,195.19,2.72871
243,600036443,153.677,195.548,2.75427
244,600036444,185.772,195.566,2.65524
2,600036445,158.996,196.006,2.65438
243,600036446,155.27,196.35,2.72964
243,600036447,150.78,196.777,2.69646
247,600036448,174.993,196.972,2.64486
242,600036449,145.28,197.917,2.70434
3,600036450,171.735,197.909,2.63454
249,600036451,137.98,198.591,2.68573
245,600036452,165.422,199.051,2.66796
243,600036453,156.412,200.142,2.60934
252,600036454,158.906,200.516,2.69267
244,600036455,180.854,200.563,2.77128
243,600036456,155.216,201.376,2.66478
254,600036457,126.399,202.478,2.7898
247,600036458,176.307,202.866,2.70852
253,600036459,180.142,202.962,2.70405
250,600036460,137.335,203.226,2.71592
252,600036461,154.635,203.468,2.7268
250,600036462,136.66,204.06,2.78433
257,600036463,165.512,204.329,2.62509
256,600036464,155.196,204.671,2.76964
259,600036465,136.291,204.965,2.69784
262,600036466,147.131,206.134,2.66367
262,600036467,148.582,206.304,2.78623
264,600036468,169.974,206.21,2.63795
259,600036469,139.364,207.025,2.70511
264,600036470,166.081,206.935,2.6085
263,600036471,124.299,208.43,2.62176
261,600036472,141.969,208.434,2.76413
216,600036473,192.244,208.364,2.64341
269,600036474,118.466,208.886,2.68262
266,600036475,176.656,208.76,2.75739
267,600036476,132.512,209.322,2.76398
258,600036477,188.148,209.329,2.65333
262,600036478,148.681,209.985,2.67824
265,600036479,154.353,209.867,2.75334
270,600036480,137.262,210.277,2.7087
270,600036481,134.969,210.648,2.76728
266,600036482,178.782,210.796,2.68394
277,600036483,147.946,212.307,2.79673
272,600036484,175.679,212.411,2.73881
265,600036485,156.883,212.659,2.62511
267,600036486,133.151,213.206,2.65119
266,600036487,180.893,213.508,2.60068
216,600036488,192.964,213.871,2.64733
288,600036489,106.026,214.322,2.66428
278,600036490,157.797,214.151,2.75737
279,600036491,164.119,214.256,2.61437
280,600036492,188.745,214.933,2.64375
288,600036493,104.275,215.291,2.72514
284,600036494,186.288,215.266,2.67176
283,600036495,127.434,215.642,2.68233
283,600036496,130.108,215.664,2.69982
281,600036497,111.899,216.389,2.75934
272,600036498,172.415,216.827,2.69162
280,600036499,188.898,217.122,2.6297
285,600036500,118.814,217.898,2.62345
290,600036501,176.025,218.015,2.65576
289,600036502,141.814,218.787,2.71127
294,600036503,165.011,218.744,2.70177
302,600036504,114.142,221.665,2.71697
291,600036505,112.088,222.309,2.69102
292,600036506,124.33,222.934,2.65812
289,600036507,147.722,222.942,2.63482
296,600036508,187.278,222.903,2.60495
308,600036509,158.556,224.017,2.62227
301,600036510,187.747,223.904,2.64258
305,600036511,175.175,224.561,2.68833
310,600036512,119.531,224.773,2.62838
306,600036513,105.035,225.592,2.73582
303,600036514,139.095,225.693,2.69835
308,600036515,154.618,225.398,2.63969
298,600036516,124.817,225.908,2.66292
308,600036517,161.304,226.211,2.72383
306,600036518,104.003,226.654,2.70535
156,600036519,102.41,227.321,2.67115
311,600036520,164.435,227.478,2.68814
305,600036521,173.295,227.432,2.61755
302,600036522,112.226,227.834,2.59815
305,600036523,169.759,228.296,2.69832
305,600036524,174.468,228.22,2.77642
167,600036525,97.2314,228.659,2.73769
156,600036526,103.565,228.721,2.61101
304,600036527,131.963,228.524,2.59925
307,600036528,134.888,228.613,2.63604
307,600036529,140.891,228.759,2.6072
156,600036530,100.845,228.875,2.70659
315,600036531,109.888,228.994,2.75314
311,600036532,168.752,228.967,2.68142
309,600036533,191.099,229.057,2.63486
307,600036534,140.407,229.499,2.70859
315,600036535,113.73,229.735,2.67545
313,600036536,155.366,229.706,2.66461
313,600036537,148.239,230.12,2.75995
319,600036538,138.834,230.836,2.64504
314,600036539,182.806,230.841,2.62857
314,600036540,181.247,231.104,2.6457
318,600036541,192.294,231.076,2.64118
328,600036542,148.356,231.644,2.68558
315,600036543,112.948,232.43,2.75835
324,600036544,119.203,232.372,2.63769
327,600036545,128.555,232.368,2.70212
156,600036546,99.0931,232.818,2.62139
156,600036547,101.731,232.768,2.75268
327,600036548,130.871,233.523,2.66002
322,600036549,174.47,234.424,2.79398
330,600036550,116.213,234.781,2.67519
320,600036551,159.981,234.713,2.60185
328,600036552,145.171,235.196,2.74359
322,600036553,170.687,235.087,2.63462
334,600036554,179.797,235.033,2.74363
325,600036555,157.895,235.534,2.74503
326,600036556,162.669,235.438,2.72318
333,600036557,121.638,235.626,2.73728
330,600036558,112.25,236.174,2.64532
331,600036559,184.226,236.107,2.69469
331,600036560,185.882,236.209,2.65911
331,600036561,183.24,237.311,2.69427
