Cell_ID,Cell Position X,Cell Position Y,Centroid,Fano factor,PV,NV
594,268.025,228.921,130,1.96142176,0.180769231,0.150641026
595,232.868,230.125,21,8.916129032,0.20952381,0.084615385
596,239.317,229.893,63,12.08545035,0.293924466,0.163919414
597,278.6,229.717,106,0.428324698,0.048780488,0.038461538
598,200.531,231.297,1,0.8,0,0.005128205
599,206.513,230.53,1,1.333333333,0,0.00534188
600,227.141,230,18,1.536036036,0.141414141,0.02991453
601,221.653,232.04,15,6.489451477,0.416666667,0.053418803
602,250.75,231.285,104,3.073194857,0.137931034,0.102564103
603,262.054,232.107,128,4.440017138,0.158974359,0.132478632
604,244.886,231.762,87,6.776978417,0.201515152,0.142094017
605,272.667,231.866,107,0.856657499,0.06043956,0.0503663
606,289.181,231.052,104,2.48011782,0.111498258,0.087912088
607,283.347,233.073,123,0.463940193,0.139566396,0.110042735
608,255.427,233.908,71,3.513316151,0.360465116,0.298076923
609,232.523,234.656,33,7.731092437,0.235827664,0.095238095
610,215.645,233.922,1,5.577777778,0.255555556,0.02457265
611,266.719,235.303,112,1.367521368,0.096153846,0.080128205
612,277.465,235.187,112,0.598245614,0.062330623,0.049145299
613,203.058,235.738,0,0.5,0,0.004273504
614,225.973,235.39,20,5.026041667,0.242424242,0.051282051
615,209.773,236.017,1,1.333333333,0.285714286,0.007326007
616,238.999,235.121,44,6.646322379,0.268199234,0.14957265
617,286.674,236.596,104,1.944759207,0.08401084,0.066239316
618,244.771,236.552,69,9.671566731,0.2448,0.196153846
619,250.345,236.618,110,5.115984405,0.176,0.141025641
620,259.735,237.227,129,4.008268059,0.177002584,0.146367521
621,271.598,237.105,97,0.410189983,0.132478632,0.099358974
622,220.141,237.867,2,6.52688172,0.416666667,0.053418803
623,281.656,238.766,104,0.492492492,0.066395664,0.052350427
624,229.055,239.795,25,5.625429553,0.239583333,0.073717949
625,214.458,239.93,4,1.466666667,0.5,0.016025641
626,205.267,240.023,0,1,0,0.005128205
627,235.394,239.782,48,7.386666667,0.18902439,0.099358974
628,241.86,240.682,82,10.78151815,0.206666667,0.165598291
629,254.461,240.434,118,4.645299145,0.143209877,0.123931624
630,263.923,240.288,116,2.817610063,0.126614987,0.104700855
631,291.165,241.35,82,1.15354471,0.193121693,0.133699634
632,223.813,242.303,15,6.6,0.333333333,0.053418803
633,269.859,241.609,117,1.972494172,0.148148148,0.111111111
634,276.282,240.654,111,1.028037383,0.079096045,0.05982906
635,248.207,242.355,125,5.60701576,0.187301587,0.162087912
636,285.795,242.282,105,1.145048815,0.064971751,0.049145299
637,209.84,243.159,2,2.047619048,0.371428571,0.011904762
638,218.388,243.833,5,5.483870968,0.266666667,0.025641026
639,258.747,243.704,92,3.243291017,0.189417989,0.163919414
640,280.441,244.405,118,0.921759259,0.149717514,0.113247863
641,231.96,244.6,38,6.188679245,0.254545455,0.08974359
642,237.589,245.393,55,7.01607445,0.213414634,0.112179487
643,197.561,244.96,0,1,0,0.001282051
644,203.301,244.971,0,1.722222222,0,0.006410256
645,264.7,244.773,79,2.547715966,0.241469816,0.196581197
646,274.919,245.486,90,2.385372714,0.153954802,0.116452991
647,243.082,246.504,82,8.885516507,0.205333333,0.164529915
648,252.894,246.223,135,2.513524761,0.177777778,0.153846154
649,269.51,246.421,105,4.351515152,0.163779528,0.133333333
650,289.068,246.126,106,0.841584158,0.066358025,0.045940171
651,214.077,247.605,0,1.028571429,0.571428571,0.018315018
652,226.734,246.954,15,8.470149254,0.302631579,0.073717949
653,261.525,248.324,101,3.765944272,0.159375,0.130769231
654,208.191,248.592,3,1.722222222,0,0.016025641
655,283.511,248.147,98,1.443333333,0.084745763,0.064102564
656,220.781,248.956,3,6.343465046,0.352380952,0.033882784
