Cell ID,Cell Position X,Cell Position Y,Cell Position Z
1811,312.564,355.364,5.06776
1812,362.816,353.131,5.45745
1813,334.697,356.587,5.03903
1814,301.029,356.695,4.88449
1815,322.967,355.645,5.07742
1816,369.637,353.432,5.38032
1817,356.609,356.457,5.48098
1818,340.868,357.322,5.32318
1819,350.316,356.814,5.44275
1820,307.176,358.904,5.12544
1821,400.466,294.221,5.13338
1822,419.076,292.909,5.41747
1823,414.6,296.149,5.32037
1824,430.582,293.735,5.37577
1825,457.779,291.362,5.36652
1826,424.455,294.7,5.14676
1827,447.466,293.479,5.24807
1828,395.894,295.73,5.34901
1829,435.3,295.387,5.20553
1830,453.984,295.672,5.362
1831,405.144,296.651,5.19514
1832,419.368,297.805,4.96039
1833,409.935,298.667,5.11065
1834,428.611,299.007,5.16374
1835,444.569,298.174,5.21234
1836,439.226,298.053,5.14199
1837,460.348,296.835,5.29935
1838,449.785,299.263,5.27729
1839,399.772,299.424,5.07145
1840,423.39,300.039,5.24089
1841,434.146,300.417,5.27776
1842,394.766,301.754,5.02748
1843,415.433,301.502,5.18861
1844,455.833,300.443,5.25218
1845,410.522,303.702,5.26232
1846,441.029,302.493,5.34889
1847,390.819,306.367,4.79646
1848,420.229,304.162,5.27018
1849,398.81,304.733,5.34894
1850,404.517,306.071,5.02597
1851,431.53,304.854,5.22636
1852,436.567,305.525,5.26158
1853,415.03,306.988,5.16559
1854,404.805,301.632,5.36173
1855,456.24,305.672,5.22175
1856,425.271,308.256,5.21462
1857,451.392,304.262,5.29134
1858,419.491,309.232,5.23295
1859,409.327,308.316,5.30659
1860,400.923,309.749,5.0001
1861,394.898,309.31,5.23111
1862,442.69,307.593,5.3389
1863,450.774,309.23,5.26849
1864,438.452,310.374,5.16875
1865,411.91,311.796,4.94668
1866,398.628,314.246,4.51857
1867,405.844,312.638,5.33696
1868,445.296,312.167,5.20563
1869,416.376,313.749,5.31402
1870,393.36,315.067,5.10229
1871,421.793,314.172,5.38118
1872,427.401,313.558,5.33761
1873,437.736,314.237,5.25963
1874,451.183,313.911,5.25078
1875,432.643,315.53,5.20189
1876,404.007,317.567,4.83445
1877,410.808,316.608,5.11961
1878,425.255,318.201,5.1776
1879,442.145,317.115,5.2975
1880,447.41,318.292,5.25797
1881,398.768,320.214,4.95022
1882,416.474,319.538,5.28735
1883,452.647,319.024,5.27669
1884,392.894,321.846,4.90221
1885,431.011,320.141,5.34907
1886,426.856,323.671,5.01394
1887,410.268,321.415,5.31178
1888,437.048,320.511,5.37694
1889,404.415,323.447,4.9061
1890,457.743,320.064,5.21688
1891,443.069,322.225,5.32979
1892,398.757,325.532,4.9184
1893,415.496,325.208,5.27599
1894,433.352,325.846,5.37625
1895,409.848,326.682,5.23075
1896,439.259,326.064,5.13583
1897,393.568,328.444,4.80133
1898,421.562,327.053,5.29421
1899,428.414,329.17,5.38975
1900,445.791,326.773,5.43253
1901,398.823,331.528,5.24532
1902,404.669,329.449,5.41284
1903,441.253,330.494,5.31191
1904,417.88,331.257,5.22185
1905,411.129,331.815,5.16636
1906,424.374,333,5.24856
1907,435.598,331.429,5.42825
1908,393.208,334.577,5.3256
1909,404.752,335.067,5.06075
1910,430.945,334.519,5.34805
1911,415.189,335.882,5.25776
1912,398.951,337.534,5.19221
1913,420.769,337.256,5.37446
1914,410.413,338.437,5.45425
1915,404.966,340.744,5.2844
1916,393.341,340.268,5.33816
1917,416.501,341.518,5.4425
1918,399.749,342.996,5.23716
1919,389.832,347.851,5.34666
1920,395.151,345.693,5.37167
1921,477.348,291.315,5.47364
1922,462.916,292.734,5.26539
1923,484.142,286.744,5.36501
1924,467.417,291.442,5.4883
1925,423.559,198.877,5.429
1926,428.821,203.057,5.28796
1927,447.471,214.457,5.50014
1928,450.545,224.028,5.46157
1929,457.064,224.09,5.53522
1930,461.881,227.274,5.44038
1931,456.894,231.168,5.33227
1932,467.133,229.991,5.50323
1933,465.06,238.814,5.33328
1934,456.639,245.006,5.43146
1935,475.847,243.828,5.35458
1936,467.403,250.898,5.31321
1937,474.085,251.969,5.41298
1938,479.636,254.041,5.44313
1939,467.722,262.081,5.38043
1940,484.448,263.632,5.5049
1941,478.945,264.657,5.41194
1942,457.527,269.011,5.45984
1943,478.861,270.384,5.32697
1944,483.693,269.575,5.35873
1945,462.782,271.811,5.50749
1946,475.18,274.601,5.46602
1947,456.09,274.978,5.25484
1948,471.229,278.447,5.3824
1949,452.093,279.554,5.33748
1950,477.366,280.205,5.32853
1951,461.875,282.56,5.38413
1952,482.978,281.02,5.40154
1953,434.642,282.381,5.27656
1954,455.988,282.13,5.3603
1955,478.599,285.782,5.47456
1956,467.21,286.739,5.33955
1957,448.402,287.879,5.31393
1958,442.669,288.053,5.32655
1959,472.644,289.028,5.49413
1960,488.308,268.629,5.5212
1961,487.272,277.035,5.25517
1962,132.652,304.83,4.52633
1963,481.703,293.59,5.40941
1964,471.962,294.297,5.27587
1965,466.351,296.816,5.37805
1966,476.464,297.276,5.50903
1967,481.004,299.678,5.43587
1968,471.619,299.401,5.47641
1969,466.677,302.258,5.45896
1970,461.354,301.984,5.47334
1971,446.441,304.229,5.35143
1972,426.543,303.861,5.4627
1973,471.677,304.121,5.29167
1974,461.787,307.226,5.25043
1975,467.456,307.621,5.46643
1976,431.755,309.828,5.46867
1977,456.949,310.468,5.32035
1978,463.466,311.997,5.37287
1979,456.846,315.051,5.48918
1980,462.142,316.464,5.31257
1981,421.34,321.296,5.27621
1982,450.489,323.512,5.51242
1983,427.064,338.437,5.3819
1984,411.103,344.122,5.47892
1985,405.489,346.318,5.53289
1986,214.281,195.536,4.57791
1987,337.029,233.004,4.7695
1988,148.016,300.142,4.86432
1989,220.387,340.553,4.39068
